FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2022-02-13,United Air Lines Inc.,IAD,IAH,false,false,1750,1839.0,49.0,49.0,2059.0,33.0,167.0,216.0,200.0,1190.0,2022,1,2,13,7,UA,UA,19977,UA,2159,UA,19977,UA,N649UA,2159,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,1.0,3.0,1700-1759,27.0,1906.0,2053.0,6.0,2026,33.0,1.0,2.0,2000-2059,5,0.0
2022-02-12,United Air Lines Inc.,EWR,IAD,false,false,1445,1443.0,0.0,-2.0,1549.0,0.0,50.0,87.0,66.0,212.0,2022,1,2,12,6,UA,UA,19977,UA,1992,UA,19977,UA,N848UA,1992,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1400-1459,13.0,1456.0,1546.0,3.0,1612,-23.0,0.0,-2.0,1600-1659,1,0.0
2022-07-26,SkyWest Airlines Inc.,TLH,DFW,false,false,1612,1613.0,1.0,1.0,1735.0,10.0,112.0,133.0,142.0,767.0,2022,3,7,26,2,AA,AA_CODESHARE,19805,AA,4927,OO,20304,OO,N727SK,4927,15249,1524906,35249,"Tallahassee, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,0.0,1600-1659,14.0,1627.0,1719.0,16.0,1725,10.0,0.0,0.0,1700-1759,4,0.0
2022-07-24,SkyWest Airlines Inc.,SEA,EUG,false,false,2307,2319.0,12.0,12.0,34.0,20.0,53.0,67.0,75.0,234.0,2022,3,7,24,7,DL,DL_CODESHARE,19790,DL,3565,OO,20304,OO,N275SY,3565,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,11603,1160302,31603,"Eugene, OR",OR,41,Oregon,92,0.0,0.0,2300-2359,17.0,2336.0,29.0,5.0,14,20.0,1.0,1.0,0001-0559,1,0.0
2022-07-07,SkyWest Airlines Inc.,HPN,ORD,false,false,620,634.0,14.0,14.0,807.0,10.0,122.0,157.0,153.0,738.0,2022,3,7,7,4,UA,UA_CODESHARE,19977,UA,4764,OO,20304,OO,N917SW,4764,12197,1219702,31703,"White Plains, NY",NY,36,New York,22,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,0.0,0600-0659,17.0,651.0,753.0,14.0,757,10.0,0.0,0.0,0700-0759,3,0.0
2022-07-29,SkyWest Airlines Inc.,MSO,SFO,false,false,1620,1608.0,0.0,-12.0,1737.0,0.0,119.0,154.0,149.0,769.0,2022,3,7,29,5,UA,UA_CODESHARE,19977,UA,4789,OO,20304,OO,N432SW,4789,13486,1348602,33486,"Missoula, MT",MT,30,Montana,84,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,0.0,-1.0,1600-1659,26.0,1634.0,1733.0,4.0,1754,-17.0,0.0,-2.0,1700-1759,4,0.0
2022-07-29,United Air Lines Inc.,EWR,PDX,false,false,859,935.0,36.0,36.0,1229.0,34.0,308.0,356.0,354.0,2434.0,2022,3,7,29,5,UA,UA,19977,UA,1293,UA,19977,UA,N68821,1293,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,1.0,2.0,0800-0859,44.0,1019.0,1227.0,2.0,1155,34.0,1.0,2.0,1100-1159,10,0.0
2022-07-28,United Air Lines Inc.,TPA,DEN,false,false,1241,1236.0,0.0,-5.0,1403.0,0.0,187.0,243.0,207.0,1506.0,2022,3,7,28,4,UA,UA,19977,UA,2619,UA,19977,UA,N77430,2619,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,-1.0,1200-1259,11.0,1247.0,1354.0,9.0,1444,-41.0,0.0,-2.0,1400-1459,7,0.0
2022-07-09,United Air Lines Inc.,MCO,ORD,false,false,1735,1725.0,0.0,-10.0,1929.0,0.0,156.0,185.0,184.0,1005.0,2022,3,7,9,6,UA,UA,19977,UA,1626,UA,19977,UA,N37513,1626,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,1700-1759,18.0,1743.0,1919.0,10.0,1940,-11.0,0.0,-1.0,1900-1959,5,0.0
2022-07-21,United Air Lines Inc.,BTV,ORD,false,false,631,633.0,2.0,2.0,754.0,0.0,117.0,144.0,141.0,763.0,2022,3,7,21,4,UA,UA,19977,UA,580,UA,19977,UA,N898UA,580,10785,1078502,30785,"Burlington, VT",VT,50,Vermont,16,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,0.0,0600-0659,17.0,650.0,747.0,7.0,755,-1.0,0.0,-1.0,0700-0759,4,0.0
2022-07-06,United Air Lines Inc.,ORD,SAN,false,false,918,916.0,0.0,-2.0,1139.0,4.0,225.0,257.0,263.0,1723.0,2022,3,7,6,3,UA,UA,19977,UA,1709,UA,19977,UA,N77542,1709,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,14679,1467903,33570,"San Diego, CA",CA,6,California,91,0.0,-1.0,0900-0959,36.0,952.0,1137.0,2.0,1135,4.0,0.0,0.0,1100-1159,7,0.0
2022-07-29,Delta Air Lines Inc.,LGA,MSP,false,false,1505,1529.0,24.0,24.0,1705.0,0.0,139.0,190.0,156.0,1020.0,2022,3,7,29,5,DL,DL,19790,DL,802,DL,19790,DL,N335NW,802,12953,1295304,31703,"New York, NY",NY,36,New York,22,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,1.0,1.0,1500-1559,12.0,1541.0,1700.0,5.0,1715,-10.0,0.0,-1.0,1700-1759,5,0.0
2022-07-21,Delta Air Lines Inc.,BUF,MSP,false,false,1910,1919.0,9.0,9.0,2023.0,3.0,107.0,130.0,124.0,735.0,2022,3,7,21,4,DL,DL,19790,DL,2422,DL,19790,DL,N343NB,2422,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,0.0,1900-1959,12.0,1931.0,2018.0,5.0,2020,3.0,0.0,0.0,2000-2059,3,0.0
2022-07-16,Frontier Airlines Inc.,ISP,MCO,false,false,600,549.0,0.0,-11.0,845.0,0.0,127.0,166.0,176.0,971.0,2022,3,7,16,6,F9,F9,20436,F9,1095,F9,20436,F9,N378FR,1095,12391,1239103,31703,"Islip, NY",NY,36,New York,22,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,0.0,-1.0,0600-0659,13.0,602.0,809.0,36.0,846,-1.0,0.0,-1.0,0800-0859,4,0.0
2022-07-24,Endeavor Air Inc.,PWM,LGA,false,false,1455,1512.0,17.0,17.0,1629.0,4.0,53.0,90.0,77.0,269.0,2022,3,7,24,7,DL,DL_CODESHARE,19790,DL,4998,9E,20363,9E,N926XJ,4998,14321,1432105,34321,"Portland, ME",ME,23,Maine,12,12953,1295304,31703,"New York, NY",NY,36,New York,22,1.0,1.0,1400-1459,10.0,1522.0,1615.0,14.0,1625,4.0,0.0,0.0,1600-1659,2,0.0
2022-07-12,Alaska Airlines Inc.,JNU,YAK,false,false,1011,1001.0,0.0,-10.0,1115.0,6.0,55.0,58.0,74.0,198.0,2022,3,7,12,2,AS,AS,19930,AS,61,AS,19930,AS,N566AS,61,12523,1252306,32523,"Juneau, AK",AK,2,Alaska,1,15991,1599102,35991,"Yakutat, AK",AK,2,Alaska,1,0.0,-1.0,1000-1059,15.0,1016.0,1111.0,4.0,1109,6.0,0.0,0.0,1100-1159,1,0.0
2022-07-04,Southwest Airlines Co.,MDW,AUS,false,false,1215,1210.0,0.0,-5.0,1439.0,0.0,136.0,150.0,149.0,972.0,2022,3,7,4,1,WN,WN,19393,WN,2966,WN,19393,WN,N8534Z,2966,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,8.0,1218.0,1434.0,5.0,1445,-6.0,0.0,-1.0,1400-1459,4,0.0
2022-07-09,Southwest Airlines Co.,IND,DEN,false,false,2135,2253.0,78.0,78.0,2315.0,60.0,130.0,160.0,142.0,977.0,2022,3,7,9,6,WN,WN,19393,WN,3828,WN,19393,WN,N749SW,3828,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,1.0,5.0,2100-2159,8.0,2301.0,2311.0,4.0,2215,60.0,1.0,4.0,2200-2259,4,0.0
2022-07-18,Southwest Airlines Co.,ATL,DAL,false,false,620,617.0,0.0,-3.0,707.0,0.0,95.0,125.0,110.0,721.0,2022,3,7,18,1,WN,WN,19393,WN,1770,WN,19393,WN,N8501V,1770,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,11.0,628.0,703.0,4.0,725,-18.0,0.0,-2.0,0700-0759,3,0.0
2022-07-01,Southwest Airlines Co.,LAS,BZN,false,false,900,856.0,0.0,-4.0,1145.0,0.0,93.0,120.0,109.0,701.0,2022,3,7,1,5,WN,WN,19393,WN,441,WN,19393,WN,N939WN,441,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,10849,1084907,30849,"Bozeman, MT",MT,30,Montana,84,0.0,-1.0,0900-0959,11.0,907.0,1140.0,5.0,1200,-15.0,0.0,-1.0,1200-1259,3,0.0
2022-07-12,Southwest Airlines Co.,DAL,LIT,false,false,845,841.0,0.0,-4.0,942.0,0.0,45.0,70.0,61.0,296.0,2022,3,7,12,2,WN,WN,19393,WN,1304,WN,19393,WN,N265WN,1304,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,12992,1299206,32600,"Little Rock, AR",AR,5,Arkansas,71,0.0,-1.0,0800-0859,10.0,851.0,936.0,6.0,955,-13.0,0.0,-1.0,0900-0959,2,0.0
2022-07-15,Southwest Airlines Co.,BNA,SAV,false,false,1045,1041.0,0.0,-4.0,1258.0,0.0,64.0,90.0,77.0,417.0,2022,3,7,15,5,WN,WN,19393,WN,662,WN,19393,WN,N777QC,662,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,14685,1468502,34685,"Savannah, GA",GA,13,Georgia,34,0.0,-1.0,1000-1059,9.0,1050.0,1254.0,4.0,1315,-17.0,0.0,-2.0,1300-1359,2,0.0
2022-07-16,Southwest Airlines Co.,LAS,ABQ,false,false,515,511.0,0.0,-4.0,734.0,0.0,67.0,85.0,83.0,486.0,2022,3,7,16,6,WN,WN,19393,WN,1303,WN,19393,WN,N8632A,1303,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,0.0,-1.0,0001-0559,12.0,523.0,730.0,4.0,740,-6.0,0.0,-1.0,0700-0759,2,0.0
2022-07-16,Southwest Airlines Co.,STL,MCO,false,false,1030,1041.0,11.0,11.0,1420.0,30.0,134.0,140.0,159.0,882.0,2022,3,7,16,6,WN,WN,19393,WN,4087,WN,19393,WN,N754SW,4087,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,0.0,0.0,1000-1059,10.0,1051.0,1405.0,15.0,1350,30.0,1.0,2.0,1300-1359,4,0.0
2022-05-16,Comair Inc.,CHS,PHL,false,false,1040,1029.0,0.0,-11.0,1220.0,0.0,83.0,112.0,111.0,550.0,2022,2,5,16,1,AA,AA_CODESHARE,19805,AA,5485,OH,20397,OH,N504AE,5485,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,0.0,-1.0,1000-1059,18.0,1047.0,1210.0,10.0,1232,-12.0,0.0,-1.0,1200-1259,3,0.0
2022-05-29,SkyWest Airlines Inc.,DFW,GRK,false,false,1301,1256.0,0.0,-5.0,1356.0,0.0,27.0,58.0,60.0,134.0,2022,2,5,29,7,AA,AA_CODESHARE,19805,AA,3063,OO,20304,OO,N760EV,3063,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11982,1198202,31982,"Killeen, TX",TX,48,Texas,74,0.0,-1.0,1300-1359,30.0,1326.0,1353.0,3.0,1359,-3.0,0.0,-1.0,1300-1359,1,0.0
2022-05-12,SkyWest Airlines Inc.,DFW,AVL,false,false,1706,1700.0,0.0,-6.0,2041.0,23.0,117.0,132.0,161.0,848.0,2022,2,5,12,4,AA,AA_CODESHARE,19805,AA,3251,OO,20304,OO,N726SK,3251,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,10431,1043105,30431,"Asheville, NC",NC,37,North Carolina,36,0.0,-1.0,1700-1759,41.0,1741.0,2038.0,3.0,2018,23.0,1.0,1.0,2000-2059,4,0.0
2022-05-31,SkyWest Airlines Inc.,DEN,MTJ,false,false,2021,2043.0,22.0,22.0,2157.0,29.0,43.0,67.0,74.0,196.0,2022,2,5,31,2,UA,UA_CODESHARE,19977,UA,5627,OO,20304,OO,N612UX,5627,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13502,1350202,33502,"Montrose/Delta, CO",CO,8,Colorado,82,1.0,1.0,2000-2059,23.0,2106.0,2149.0,8.0,2128,29.0,1.0,1.0,2100-2159,1,0.0
2022-05-14,SkyWest Airlines Inc.,TUL,ORD,false,false,1728,1723.0,0.0,-5.0,1924.0,0.0,87.0,122.0,121.0,585.0,2022,2,5,14,6,AA,AA_CODESHARE,19805,AA,3247,OO,20304,OO,N717EV,3247,15370,1537002,34653,"Tulsa, OK",OK,40,Oklahoma,73,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,1700-1759,20.0,1743.0,1910.0,14.0,1930,-6.0,0.0,-1.0,1900-1959,3,0.0
2022-05-17,SkyWest Airlines Inc.,ONT,SEA,false,false,1115,1111.0,0.0,-4.0,1348.0,0.0,142.0,179.0,157.0,956.0,2022,2,5,17,2,DL,DL_CODESHARE,19790,DL,3659,OO,20304,OO,N264SY,3659,13891,1389101,32575,"Ontario, CA",CA,6,California,91,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,0.0,-1.0,1100-1159,10.0,1121.0,1343.0,5.0,1414,-26.0,0.0,-2.0,1400-1459,4,0.0
2022-05-13,SkyWest Airlines Inc.,DEN,XWA,false,false,1120,1115.0,0.0,-5.0,1426.0,13.0,87.0,113.0,131.0,582.0,2022,2,5,13,5,UA,UA_CODESHARE,19977,UA,5342,OO,20304,OO,N440SW,5342,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,16869,1686901,32389,"Williston, ND",ND,38,North Dakota,66,0.0,-1.0,1100-1159,36.0,1151.0,1418.0,8.0,1413,13.0,0.0,0.0,1400-1459,3,0.0
2022-05-12,United Air Lines Inc.,CHS,IAD,false,false,1330,1324.0,0.0,-6.0,1504.0,0.0,64.0,98.0,100.0,441.0,2022,2,5,12,4,UA,UA,19977,UA,401,UA,19977,UA,N879UA,401,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1300-1359,30.0,1354.0,1458.0,6.0,1508,-4.0,0.0,-1.0,1500-1559,2,0.0
2022-05-19,United Air Lines Inc.,MAF,IAH,false,false,705,656.0,0.0,-9.0,822.0,0.0,65.0,88.0,86.0,429.0,2022,2,5,19,4,UA,UA,19977,UA,1781,UA,19977,UA,N809UA,1781,13158,1315805,33158,"Midland/Odessa, TX",TX,48,Texas,74,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,0700-0759,11.0,707.0,812.0,10.0,833,-11.0,0.0,-1.0,0800-0859,2,0.0
2022-05-22,"Commutair Aka Champlain Enterprises, Inc.",TYS,IAD,false,false,954,940.0,0.0,-14.0,1102.0,0.0,65.0,103.0,82.0,420.0,2022,2,5,22,7,UA,UA_CODESHARE,19977,UA,4977,C5,20445,C5,N11184,4977,15412,1541205,35412,"Knoxville, TN",TN,47,Tennessee,54,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,0900-0959,10.0,950.0,1055.0,7.0,1137,-35.0,0.0,-2.0,1100-1159,2,0.0
2022-05-12,Endeavor Air Inc.,LGA,XNA,false,false,1255,1250.0,0.0,-5.0,1443.0,0.0,135.0,199.0,173.0,1147.0,2022,2,5,12,4,DL,DL_CODESHARE,19790,DL,4708,9E,20363,9E,N293PQ,4708,12953,1295304,31703,"New York, NY",NY,36,New York,22,15919,1591904,31834,"Fayetteville, AR",AR,5,Arkansas,71,0.0,-1.0,1200-1259,30.0,1320.0,1435.0,8.0,1514,-31.0,0.0,-2.0,1500-1559,5,0.0
2022-05-01,Endeavor Air Inc.,ATL,CHA,false,false,905,904.0,0.0,-1.0,1009.0,16.0,29.0,48.0,65.0,106.0,2022,2,5,1,7,DL,DL_CODESHARE,19790,DL,4831,9E,20363,9E,N835AY,4831,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,10980,1098002,30980,"Chattanooga, TN",TN,47,Tennessee,54,0.0,-1.0,0900-0959,20.0,924.0,953.0,16.0,953,16.0,1.0,1.0,0900-0959,1,0.0
2022-05-06,American Airlines Inc.,ELP,DFW,false,false,1055,1046.0,0.0,-9.0,1328.0,0.0,75.0,106.0,102.0,551.0,2022,2,5,6,5,AA,AA,19805,AA,1365,AA,19805,AA,N711UW,1365,11540,1154005,30615,"El Paso, TX",TX,48,Texas,74,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1000-1059,22.0,1108.0,1323.0,5.0,1341,-13.0,0.0,-1.0,1300-1359,3,0.0
2022-05-07,Alaska Airlines Inc.,SNA,SEA,false,false,1940,1934.0,0.0,-6.0,2229.0,0.0,146.0,170.0,175.0,978.0,2022,2,5,7,6,AS,AS,19930,AS,505,AS,19930,AS,N548AS,505,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,0.0,-1.0,1900-1959,15.0,1949.0,2215.0,14.0,2230,-1.0,0.0,-1.0,2200-2259,4,0.0
2022-05-11,JetBlue Airways,EWR,LAX,false,false,1010,1003.0,0.0,-7.0,1254.0,0.0,308.0,364.0,351.0,2454.0,2022,2,5,11,3,B6,B6,20409,B6,1773,B6,20409,B6,N923JB,1773,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,-1.0,1000-1059,30.0,1033.0,1241.0,13.0,1314,-20.0,0.0,-2.0,1300-1359,10,0.0
2022-05-19,Delta Air Lines Inc.,BOS,MSP,false,false,1430,1428.0,0.0,-2.0,1709.0,21.0,186.0,198.0,221.0,1124.0,2022,2,5,19,4,DL,DL,19790,DL,789,DL,19790,DL,N364DX,789,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,1400-1459,24.0,1452.0,1658.0,11.0,1648,21.0,1.0,1.0,1600-1659,5,0.0
2022-05-22,Delta Air Lines Inc.,BOS,SLC,false,false,605,614.0,9.0,9.0,947.0,13.0,300.0,329.0,333.0,2105.0,2022,2,5,22,7,DL,DL,19790,DL,1014,DL,19790,DL,N804DN,1014,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,0.0,0.0,0600-0659,21.0,635.0,935.0,12.0,934,13.0,0.0,0.0,0900-0959,9,0.0
2022-05-07,Delta Air Lines Inc.,JFK,RSW,false,false,755,750.0,0.0,-5.0,1056.0,0.0,166.0,186.0,186.0,1074.0,2022,2,5,7,6,DL,DL,19790,DL,1356,DL,19790,DL,N3753,1356,12478,1247805,31703,"New York, NY",NY,36,New York,22,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,0.0,-1.0,0700-0759,17.0,807.0,1053.0,3.0,1101,-5.0,0.0,-1.0,1100-1159,5,0.0
2022-05-20,Frontier Airlines Inc.,ATL,PHL,false,false,2006,220.0,374.0,374.0,408.0,358.0,84.0,124.0,108.0,666.0,2022,2,5,20,5,F9,F9,20436,F9,2380,F9,20436,F9,N335FR,2380,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,1.0,12.0,2000-2059,13.0,233.0,357.0,11.0,2210,358.0,1.0,12.0,2200-2259,3,0.0
2022-05-26,Frontier Airlines Inc.,TPA,PHL,false,false,708,803.0,55.0,55.0,1034.0,48.0,118.0,158.0,151.0,920.0,2022,2,5,26,4,F9,F9,20436,F9,2374,F9,20436,F9,N367FR,2374,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,1.0,3.0,0700-0759,23.0,826.0,1024.0,10.0,946,48.0,1.0,3.0,0900-0959,4,0.0
2022-05-10,Envoy Air,ATW,ORD,false,false,642,633.0,0.0,-9.0,827.0,37.0,42.0,68.0,114.0,161.0,2022,2,5,10,2,AA,AA_CODESHARE,19805,AA,3845,MQ,20398,MQ,N679AE,3845,10408,1040805,30408,"Appleton, WI",WI,55,Wisconsin,45,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,0600-0659,11.0,644.0,726.0,61.0,750,37.0,1.0,2.0,0700-0759,1,0.0
2022-05-26,Envoy Air,GSO,DFW,false,false,1429,1425.0,0.0,-4.0,1626.0,0.0,152.0,187.0,181.0,999.0,2022,2,5,26,4,AA,AA_CODESHARE,19805,AA,4059,MQ,20398,MQ,N205NN,4059,11995,1199502,31995,"Greensboro/High Point, NC",NC,37,North Carolina,36,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1400-1459,18.0,1443.0,1615.0,11.0,1636,-10.0,0.0,-1.0,1600-1659,4,0.0
2022-05-14,Spirit Air Lines,BQN,FLL,false,false,259,302.0,3.0,3.0,603.0,34.0,142.0,150.0,181.0,982.0,2022,2,5,14,6,NK,NK,20416,NK,374,NK,20416,NK,N655NK,374,10732,1073203,30732,"Aguadilla, PR",PR,72,Puerto Rico,3,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,0.0,0.0,0001-0559,31.0,333.0,555.0,8.0,529,34.0,1.0,2.0,0001-0559,4,0.0
2022-05-29,Comair Inc.,TYS,CLT,false,false,1950,1942.0,0.0,-8.0,2040.0,0.0,36.0,76.0,58.0,177.0,2022,2,5,29,7,AA,AA_CODESHARE,19805,AA,5173,OH,20397,OH,N588NN,5173,15412,1541205,35412,"Knoxville, TN",TN,47,Tennessee,54,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,10.0,1952.0,2028.0,12.0,2106,-26.0,0.0,-2.0,2100-2159,1,0.0
2022-05-22,Comair Inc.,ATL,DCA,false,false,1104,1102.0,0.0,-2.0,1250.0,0.0,86.0,115.0,108.0,547.0,2022,2,5,22,7,AA,AA_CODESHARE,19805,AA,5385,OH,20397,OH,N718PS,5385,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1100-1159,17.0,1119.0,1245.0,5.0,1259,-9.0,0.0,-1.0,1200-1259,3,0.0
2022-05-26,Mesa Airlines Inc.,MSY,IAD,false,false,1200,1159.0,0.0,-1.0,1539.0,4.0,145.0,155.0,160.0,955.0,2022,2,5,26,4,UA,UA_CODESHARE,19977,UA,6254,YV,20378,YV,N88332,6254,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1200-1259,8.0,1207.0,1532.0,7.0,1535,4.0,0.0,0.0,1500-1559,4,0.0
2022-05-28,Mesa Airlines Inc.,DFW,HOU,false,false,1236,1243.0,7.0,7.0,1349.0,0.0,42.0,75.0,66.0,247.0,2022,2,5,28,6,AA,AA_CODESHARE,19805,AA,5860,YV,20378,YV,N950LR,5860,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,0.0,0.0,1200-1259,22.0,1305.0,1347.0,2.0,1351,-2.0,0.0,-1.0,1300-1359,1,0.0
2022-06-11,Comair Inc.,CLT,AVL,false,false,2014,2009.0,0.0,-5.0,2111.0,7.0,26.0,50.0,62.0,91.0,2022,2,6,11,6,AA,AA_CODESHARE,19805,AA,5465,OH,20397,OH,N548NN,5465,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,10431,1043105,30431,"Asheville, NC",NC,37,North Carolina,36,0.0,-1.0,2000-2059,29.0,2038.0,2104.0,7.0,2104,7.0,0.0,0.0,2100-2159,1,0.0
2022-06-11,SkyWest Airlines Inc.,DFW,SBN,false,false,1230,1224.0,0.0,-6.0,1549.0,0.0,120.0,145.0,145.0,846.0,2022,2,6,11,6,AA,AA_CODESHARE,19805,AA,3084,OO,20304,OO,N710SK,3084,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,14696,1469608,34696,"South Bend, IN",IN,18,Indiana,42,0.0,-1.0,1200-1259,21.0,1245.0,1545.0,4.0,1555,-6.0,0.0,-1.0,1500-1559,4,0.0
2022-06-21,SkyWest Airlines Inc.,SBP,SFO,false,false,631,630.0,0.0,-1.0,730.0,0.0,35.0,62.0,60.0,190.0,2022,2,6,21,2,UA,UA_CODESHARE,19977,UA,5882,OO,20304,OO,N140SY,5882,14698,1469802,34236,"San Luis Obispo, CA",CA,6,California,91,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,0.0,-1.0,0600-0659,21.0,651.0,726.0,4.0,733,-3.0,0.0,-1.0,0700-0759,1,0.0
2022-06-20,SkyWest Airlines Inc.,ICT,DEN,false,false,1710,1701.0,0.0,-9.0,1733.0,0.0,65.0,102.0,92.0,420.0,2022,2,6,20,1,UA,UA_CODESHARE,19977,UA,5867,OO,20304,OO,N614UX,5867,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,-1.0,1700-1759,15.0,1716.0,1721.0,12.0,1752,-19.0,0.0,-2.0,1700-1759,2,0.0
