FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2022-06-18,SkyWest Airlines Inc.,LAX,MRY,false,false,825,819.0,0.0,-6.0,932.0,0.0,44.0,83.0,73.0,266.0,2022,2,6,18,6,UA,UA_CODESHARE,19977,UA,5310,OO,20304,OO,N909EV,5310,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,13476,1347605,34922,"Monterey, CA",CA,6,California,91,0.0,-1.0,0800-0859,25.0,844.0,928.0,4.0,948,-16.0,0.0,-2.0,0900-0959,2,0.0
2022-06-19,SkyWest Airlines Inc.,SLC,PSC,false,false,2255,2307.0,12.0,12.0,2336.0,0.0,73.0,102.0,89.0,521.0,2022,2,6,19,7,DL,DL_CODESHARE,19790,DL,3804,OO,20304,OO,N279SY,3804,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,14252,1425202,34252,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,0.0,0.0,2200-2259,13.0,2320.0,2333.0,3.0,2337,-1.0,0.0,-1.0,2300-2359,3,0.0
2022-06-14,United Air Lines Inc.,SJC,DEN,false,false,1239,1240.0,1.0,1.0,1603.0,0.0,117.0,156.0,143.0,948.0,2022,2,6,14,2,UA,UA,19977,UA,1554,UA,19977,UA,N77535,1554,14831,1483106,32457,"San Jose, CA",CA,6,California,91,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,0.0,1200-1259,20.0,1300.0,1557.0,6.0,1615,-12.0,0.0,-1.0,1600-1659,4,0.0
2022-06-01,United Air Lines Inc.,LAS,IAH,false,false,1025,1018.0,0.0,-7.0,1518.0,0.0,159.0,180.0,180.0,1222.0,2022,2,6,1,3,UA,UA,19977,UA,2299,UA,19977,UA,N66808,2299,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1000-1059,17.0,1035.0,1514.0,4.0,1525,-7.0,0.0,-1.0,1500-1559,5,0.0
2022-06-21,United Air Lines Inc.,BOS,SFO,false,false,850,849.0,0.0,-1.0,1200.0,0.0,352.0,386.0,371.0,2704.0,2022,2,6,21,2,UA,UA,19977,UA,1008,UA,19977,UA,N47517,1008,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,0.0,-1.0,0800-0859,15.0,904.0,1156.0,4.0,1216,-16.0,0.0,-2.0,1200-1259,11,0.0
2022-06-30,Air Wisconsin Airlines Corp,ORD,CAK,false,false,1945,1942.0,0.0,-3.0,2202.0,0.0,56.0,90.0,80.0,343.0,2022,2,6,30,4,UA,UA_CODESHARE,19977,UA,3820,ZW,20046,ZW,N461AW,3820,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,10874,1087402,30647,"Akron, OH",OH,39,Ohio,44,0.0,-1.0,1900-1959,19.0,2001.0,2157.0,5.0,2215,-13.0,0.0,-1.0,2200-2259,2,0.0
2022-06-27,Delta Air Lines Inc.,ATL,IAH,false,false,1628,1816.0,108.0,108.0,1915.0,95.0,99.0,132.0,119.0,689.0,2022,2,6,27,1,DL,DL,19790,DL,1573,DL,19790,DL,N359NW,1573,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,1.0,7.0,1600-1659,9.0,1825.0,1904.0,11.0,1740,95.0,1.0,6.0,1700-1759,3,0.0
2022-06-27,Delta Air Lines Inc.,DFW,DTW,false,false,1531,1526.0,0.0,-5.0,1854.0,0.0,123.0,164.0,148.0,986.0,2022,2,6,27,1,DL,DL,19790,DL,1650,DL,19790,DL,N366NB,1650,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1500-1559,12.0,1538.0,1841.0,13.0,1915,-21.0,0.0,-2.0,1900-1959,4,0.0
2022-06-26,Delta Air Lines Inc.,TLH,ATL,false,false,1854,1845.0,0.0,-9.0,1943.0,0.0,40.0,75.0,58.0,223.0,2022,2,6,26,7,DL,DL,19790,DL,2191,DL,19790,DL,N343NB,2191,15249,1524906,35249,"Tallahassee, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,1800-1859,12.0,1857.0,1937.0,6.0,2009,-26.0,0.0,-2.0,2000-2059,1,0.0
2022-06-08,Hawaiian Airlines Inc.,SMF,HNL,false,false,915,916.0,1.0,1.0,1124.0,0.0,291.0,330.0,308.0,2462.0,2022,2,6,8,3,HA,HA,19690,HA,19,HA,19690,HA,N388HA,19,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,12173,1217305,32134,"Honolulu, HI",HI,15,Hawaii,2,0.0,0.0,0900-0959,11.0,927.0,1118.0,6.0,1145,-21.0,0.0,-2.0,1100-1159,10,0.0
2022-06-18,Spirit Air Lines,IAH,ORD,false,false,700,653.0,0.0,-7.0,931.0,0.0,126.0,165.0,158.0,925.0,2022,2,6,18,6,NK,NK,20416,NK,200,NK,20416,NK,N525NK,200,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,0700-0759,12.0,705.0,911.0,20.0,945,-14.0,0.0,-1.0,0900-0959,4,0.0
2022-06-03,Southwest Airlines Co.,STL,PHX,false,false,725,734.0,9.0,9.0,851.0,1.0,179.0,205.0,197.0,1262.0,2022,2,6,3,5,WN,WN,19393,WN,2455,WN,19393,WN,N8576Z,2455,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,0.0,0700-0759,12.0,746.0,845.0,6.0,850,1.0,0.0,0.0,0800-0859,6,0.0
2022-06-13,Southwest Airlines Co.,BUR,OAK,false,false,720,723.0,3.0,3.0,833.0,0.0,55.0,75.0,70.0,325.0,2022,2,6,13,1,WN,WN,19393,WN,2889,WN,19393,WN,N7732A,2889,10800,1080003,32575,"Burbank, CA",CA,6,California,91,13796,1379608,32457,"Oakland, CA",CA,6,California,91,0.0,0.0,0700-0759,9.0,732.0,827.0,6.0,835,-2.0,0.0,-1.0,0800-0859,2,0.0
2022-06-23,Southwest Airlines Co.,HOU,LAX,false,false,1510,1603.0,53.0,53.0,1720.0,45.0,177.0,205.0,197.0,1390.0,2022,2,6,23,4,WN,WN,19393,WN,1220,WN,19393,WN,N8812Q,1220,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,1.0,3.0,1500-1559,12.0,1615.0,1712.0,8.0,1635,45.0,1.0,3.0,1600-1659,6,0.0
2022-06-03,Republic Airlines,LGA,ILM,false,false,910,902.0,0.0,-8.0,1102.0,0.0,77.0,114.0,120.0,500.0,2022,2,6,3,5,AA,AA_CODESHARE,19805,AA,4717,YX,20452,YX,N428YX,4717,12953,1295304,31703,"New York, NY",NY,36,New York,22,12323,1232305,32323,"Wilmington, NC",NC,37,North Carolina,36,0.0,-1.0,0900-0959,14.0,916.0,1033.0,29.0,1104,-2.0,0.0,-1.0,1100-1159,3,0.0
2022-06-12,American Airlines Inc.,CLT,DFW,false,false,603,556.0,0.0,-7.0,731.0,0.0,137.0,159.0,155.0,936.0,2022,2,6,12,7,AA,AA,19805,AA,430,AA,19805,AA,N926UW,430,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,11.0,607.0,724.0,7.0,742,-11.0,0.0,-1.0,0700-0759,4,0.0
2022-06-03,American Airlines Inc.,DFW,LGA,false,false,1220,1218.0,0.0,-2.0,1641.0,0.0,177.0,210.0,203.0,1389.0,2022,2,6,3,5,AA,AA,19805,AA,541,AA,19805,AA,N831NN,541,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1200-1259,15.0,1233.0,1630.0,11.0,1650,-9.0,0.0,-1.0,1600-1659,6,0.0
2022-06-20,American Airlines Inc.,MSY,DFW,false,false,1555,1601.0,6.0,6.0,1740.0,5.0,70.0,100.0,99.0,447.0,2022,2,6,20,1,AA,AA,19805,AA,1785,AA,19805,AA,N880NN,1785,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,0.0,1500-1559,14.0,1615.0,1725.0,15.0,1735,5.0,0.0,0.0,1700-1759,2,0.0
2022-06-19,American Airlines Inc.,MIA,JFK,false,false,1200,1158.0,0.0,-2.0,1512.0,1.0,161.0,191.0,194.0,1089.0,2022,2,6,19,7,AA,AA,19805,AA,2123,AA,19805,AA,N341RW,2123,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,12478,1247805,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1200-1259,24.0,1222.0,1503.0,9.0,1511,1.0,0.0,0.0,1500-1559,5,0.0
2022-06-09,American Airlines Inc.,LGA,DCA,false,false,2200,2150.0,0.0,-10.0,2249.0,0.0,40.0,78.0,59.0,214.0,2022,2,6,9,4,AA,AA,19805,AA,2352,AA,19805,AA,N760US,2352,12953,1295304,31703,"New York, NY",NY,36,New York,22,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,2200-2259,16.0,2206.0,2246.0,3.0,2318,-29.0,0.0,-2.0,2300-2359,1,0.0
2022-06-26,Alaska Airlines Inc.,GEG,SEA,false,false,1935,1935.0,0.0,0.0,2039.0,0.0,46.0,72.0,64.0,224.0,2022,2,6,26,7,AS,AS,19930,AS,425,AS,19930,AS,N619AS,425,11884,1188402,31884,"Spokane, WA",WA,53,Washington,93,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,0.0,0.0,1900-1959,13.0,1948.0,2034.0,5.0,2047,-8.0,0.0,-1.0,2000-2059,1,0.0
2022-06-28,Alaska Airlines Inc.,SFO,JFK,false,false,700,700.0,0.0,0.0,1521.0,0.0,296.0,340.0,321.0,2586.0,2022,2,6,28,2,AS,AS,19930,AS,1022,AS,19930,AS,N926VA,1022,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,12478,1247805,31703,"New York, NY",NY,36,New York,22,0.0,0.0,0700-0759,20.0,720.0,1516.0,5.0,1540,-19.0,0.0,-2.0,1500-1559,11,0.0
2022-06-26,Delta Air Lines Inc.,BOS,ATL,false,false,1505,1516.0,11.0,11.0,1739.0,0.0,127.0,175.0,143.0,946.0,2022,2,6,26,7,DL,DL,19790,DL,365,DL,19790,DL,N334DN,365,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,0.0,1500-1559,12.0,1528.0,1735.0,4.0,1800,-21.0,0.0,-2.0,1800-1859,4,0.0
2022-01-16,Delta Air Lines Inc.,MSP,TPA,false,false,740,732.0,0.0,-8.0,1200.0,0.0,174.0,211.0,208.0,1306.0,2022,1,1,16,7,DL,DL,19790,DL,2526,DL,19790,DL,N826DN,2526,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,0.0,-1.0,0700-0759,30.0,802.0,1156.0,4.0,1211,-11.0,0.0,-1.0,1200-1259,6,0.0
2022-01-19,Delta Air Lines Inc.,DTW,BNA,false,false,1030,1030.0,0.0,0.0,1101.0,0.0,68.0,108.0,91.0,456.0,2022,1,1,19,3,DL,DL,19790,DL,2589,DL,19790,DL,N352NB,2589,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,0.0,0.0,1000-1059,16.0,1046.0,1054.0,7.0,1118,-17.0,0.0,-2.0,1100-1159,2,0.0
2022-01-21,Delta Air Lines Inc.,ATL,SAN,false,false,1130,1125.0,0.0,-5.0,1304.0,0.0,256.0,295.0,279.0,1892.0,2022,1,1,21,5,DL,DL,19790,DL,1375,DL,19790,DL,N805NW,1375,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14679,1467903,33570,"San Diego, CA",CA,6,California,91,0.0,-1.0,1100-1159,19.0,1144.0,1300.0,4.0,1325,-21.0,0.0,-2.0,1300-1359,8,0.0
2022-01-22,Delta Air Lines Inc.,MSP,ATL,false,false,1250,1254.0,4.0,4.0,1610.0,0.0,114.0,145.0,136.0,907.0,2022,1,1,22,6,DL,DL,19790,DL,434,DL,19790,DL,N805NW,434,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,0.0,1200-1259,14.0,1308.0,1602.0,8.0,1615,-5.0,0.0,-1.0,1600-1659,4,0.0
2022-01-10,Delta Air Lines Inc.,RSW,JFK,false,false,1346,1358.0,12.0,12.0,1654.0,24.0,131.0,164.0,176.0,1074.0,2022,1,1,10,1,DL,DL,19790,DL,1728,DL,19790,DL,N343DN,1728,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,12478,1247805,31703,"New York, NY",NY,36,New York,22,0.0,0.0,1300-1359,41.0,1439.0,1650.0,4.0,1630,24.0,1.0,1.0,1600-1659,5,0.0
2022-01-12,Delta Air Lines Inc.,DTW,CLE,false,false,2255,2251.0,0.0,-4.0,2347.0,0.0,22.0,58.0,56.0,95.0,2022,1,1,12,3,DL,DL,19790,DL,2746,DL,19790,DL,N325NB,2746,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,0.0,-1.0,2200-2259,28.0,2319.0,2341.0,6.0,2353,-6.0,0.0,-1.0,2300-2359,1,0.0
2022-01-15,Delta Air Lines Inc.,ATL,MSP,false,false,1759,1758.0,0.0,-1.0,1925.0,0.0,129.0,162.0,147.0,907.0,2022,1,1,15,6,DL,DL,19790,DL,425,DL,19790,DL,N327DN,425,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,1700-1759,14.0,1812.0,1921.0,4.0,1941,-16.0,0.0,-2.0,1900-1959,4,0.0
2022-01-05,Hawaiian Airlines Inc.,LAX,LIH,false,false,830,839.0,9.0,9.0,1222.0,0.0,319.0,375.0,343.0,2615.0,2022,1,1,5,3,HA,HA,19690,HA,63,HA,19690,HA,N205HA,63,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,12982,1298202,32982,"Lihue, HI",HI,15,Hawaii,2,0.0,0.0,0800-0859,13.0,852.0,1211.0,11.0,1245,-23.0,0.0,-2.0,1200-1259,11,0.0
2022-01-29,Envoy Air,DFW,MCI,false,false,844,841.0,0.0,-3.0,1022.0,0.0,82.0,103.0,101.0,460.0,2022,1,1,29,6,AA,AA_CODESHARE,19805,AA,3978,MQ,20398,MQ,N209NN,3978,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,13198,1319801,33198,"Kansas City, MO",MO,29,Missouri,64,0.0,-1.0,0800-0859,14.0,855.0,1017.0,5.0,1027,-5.0,0.0,-1.0,1000-1059,2,0.0
2022-01-28,Comair Inc.,CSG,CLT,false,false,700,652.0,0.0,-8.0,818.0,0.0,45.0,90.0,86.0,295.0,2022,1,1,28,5,AA,AA_CODESHARE,19805,AA,5355,OH,20397,OH,N533AE,5355,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,0.0,-1.0,0700-0759,29.0,721.0,806.0,12.0,830,-12.0,0.0,-1.0,0800-0859,2,0.0
2022-01-24,Comair Inc.,ALB,DCA,false,false,616,615.0,0.0,-1.0,816.0,27.0,62.0,93.0,121.0,318.0,2022,1,1,24,1,AA,AA_CODESHARE,19805,AA,5728,OH,20397,OH,N602NN,5728,10257,1025702,30257,"Albany, NY",NY,36,New York,22,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,0600-0659,54.0,709.0,811.0,5.0,749,27.0,1.0,1.0,0700-0759,2,0.0
2022-01-01,Horizon Air,SJC,LAX,false,false,1145,1138.0,0.0,-7.0,1308.0,1.0,53.0,82.0,90.0,308.0,2022,1,1,1,6,AS,AS_CODESHARE,19930,AS,2552,QX,19687,QX,N647QX,2552,14831,1483106,32457,"San Jose, CA",CA,6,California,91,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,-1.0,1100-1159,11.0,1149.0,1242.0,26.0,1307,1.0,0.0,0.0,1300-1359,2,0.0
2022-01-27,Southwest Airlines Co.,LGB,LAS,false,false,1805,1758.0,0.0,-7.0,1900.0,0.0,45.0,70.0,62.0,231.0,2022,1,1,27,4,WN,WN,19393,WN,770,WN,19393,WN,N936WN,770,12954,1295407,32575,"Long Beach, CA",CA,6,California,91,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,0.0,-1.0,1800-1859,10.0,1808.0,1853.0,7.0,1915,-15.0,0.0,-1.0,1900-1959,1,0.0
2022-01-16,Southwest Airlines Co.,MDW,LGA,false,false,1105,1057.0,0.0,-8.0,1350.0,0.0,93.0,120.0,113.0,725.0,2022,1,1,16,7,WN,WN,19393,WN,3926,WN,19393,WN,N436WN,3926,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1100-1159,10.0,1107.0,1340.0,10.0,1405,-15.0,0.0,-1.0,1400-1459,3,0.0
2022-01-18,Southwest Airlines Co.,DEN,BUR,false,false,735,732.0,0.0,-3.0,848.0,0.0,122.0,160.0,136.0,850.0,2022,1,1,18,2,WN,WN,19393,WN,1306,WN,19393,WN,N717SA,1306,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,10800,1080003,32575,"Burbank, CA",CA,6,California,91,0.0,-1.0,0700-0759,11.0,743.0,845.0,3.0,915,-27.0,0.0,-2.0,0900-0959,4,0.0
2022-01-04,Republic Airlines,JFK,JAX,false,false,1440,1436.0,0.0,-4.0,1706.0,0.0,128.0,159.0,150.0,828.0,2022,1,1,4,2,DL,DL_CODESHARE,19790,DL,5747,YX,20452,YX,N239JQ,5747,12478,1247805,31703,"New York, NY",NY,36,New York,22,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,0.0,-1.0,1400-1459,18.0,1454.0,1702.0,4.0,1719,-13.0,0.0,-1.0,1700-1759,4,0.0
2022-01-16,Endeavor Air Inc.,CLE,LGA,false,false,1647,1717.0,30.0,30.0,1845.0,16.0,64.0,102.0,88.0,419.0,2022,1,1,16,7,DL,DL_CODESHARE,19790,DL,4974,9E,20363,9E,N491PX,4974,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,"New York, NY",NY,36,New York,22,1.0,2.0,1600-1659,17.0,1734.0,1838.0,7.0,1829,16.0,1.0,1.0,1800-1859,2,0.0
2022-01-24,Endeavor Air Inc.,ATL,TRI,false,false,1030,1025.0,0.0,-5.0,1132.0,2.0,45.0,60.0,67.0,227.0,2022,1,1,24,1,DL,DL_CODESHARE,19790,DL,5083,9E,20363,9E,N980EV,5083,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,15323,1532305,35323,"Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,0.0,-1.0,1000-1059,18.0,1043.0,1128.0,4.0,1130,2.0,0.0,0.0,1100-1159,1,0.0
2022-01-01,American Airlines Inc.,PHX,CMH,false,false,1706,1704.0,0.0,-2.0,2223.0,0.0,179.0,222.0,199.0,1670.0,2022,1,1,1,6,AA,AA,19805,AA,507,AA,19805,AA,N197UW,507,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,0.0,-1.0,1700-1759,10.0,1714.0,2213.0,10.0,2248,-25.0,0.0,-2.0,2200-2259,7,0.0
2022-01-17,American Airlines Inc.,ICT,DFW,false,false,1219,1211.0,0.0,-8.0,1325.0,0.0,52.0,95.0,74.0,328.0,2022,1,1,17,1,AA,AA,19805,AA,1761,AA,19805,AA,N748UW,1761,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,9.0,1220.0,1312.0,13.0,1354,-29.0,0.0,-2.0,1300-1359,2,0.0
2022-01-30,American Airlines Inc.,DFW,LAS,false,false,1456,1450.0,0.0,-6.0,1526.0,0.0,137.0,182.0,156.0,1055.0,2022,1,1,30,7,AA,AA,19805,AA,2376,AA,19805,AA,N584UW,2376,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,0.0,-1.0,1400-1459,12.0,1502.0,1519.0,7.0,1558,-32.0,0.0,-2.0,1500-1559,5,0.0
2022-01-01,JetBlue Airways,BDL,TPA,false,false,1523,1540.0,17.0,17.0,1841.0,6.0,159.0,192.0,181.0,1111.0,2022,1,1,1,6,B6,B6,20409,B6,533,B6,20409,B6,N562JB,533,10529,1052906,30529,"Hartford, CT",CT,9,Connecticut,11,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,1.0,1.0,1500-1559,18.0,1558.0,1837.0,4.0,1835,6.0,0.0,0.0,1800-1859,5,0.0
2022-01-31,JetBlue Airways,JFK,BOS,false,false,1135,1151.0,16.0,16.0,1243.0,0.0,34.0,70.0,52.0,187.0,2022,1,1,31,1,B6,B6,20409,B6,118,B6,20409,B6,N178JB,118,12478,1247805,31703,"New York, NY",NY,36,New York,22,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,1.0,1.0,1100-1159,14.0,1205.0,1239.0,4.0,1245,-2.0,0.0,-1.0,1200-1259,1,0.0
2022-01-05,Delta Air Lines Inc.,LIT,ATL,false,false,549,541.0,0.0,-8.0,801.0,0.0,63.0,92.0,80.0,453.0,2022,1,1,5,3,DL,DL,19790,DL,2073,DL,19790,DL,N966AT,2073,12992,1299206,32600,"Little Rock, AR",AR,5,Arkansas,71,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0001-0559,13.0,554.0,757.0,4.0,821,-20.0,0.0,-2.0,0800-0859,2,0.0
2022-01-06,Delta Air Lines Inc.,ATL,SEA,false,false,1116,1118.0,2.0,2.0,1414.0,16.0,328.0,342.0,356.0,2182.0,2022,1,1,6,4,DL,DL,19790,DL,508,DL,19790,DL,N549US,508,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,0.0,0.0,1100-1159,21.0,1139.0,1407.0,7.0,1358,16.0,1.0,1.0,1300-1359,9,0.0
2022-01-08,Republic Airlines,BNA,PHL,false,false,530,526.0,0.0,-4.0,854.0,23.0,101.0,121.0,148.0,675.0,2022,1,1,8,6,AA,AA_CODESHARE,19805,AA,5002,YX,20452,YX,N123HQ,5002,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,0.0,-1.0,0001-0559,40.0,606.0,847.0,7.0,831,23.0,1.0,1.0,0800-0859,3,0.0
2022-01-28,SkyWest Airlines Inc.,SLC,BUR,false,false,2045,2043.0,0.0,-2.0,2126.0,0.0,91.0,133.0,103.0,574.0,2022,1,1,28,5,DL,DL_CODESHARE,19790,DL,3761,OO,20304,OO,N307SY,3761,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,10800,1080003,32575,"Burbank, CA",CA,6,California,91,0.0,-1.0,2000-2059,11.0,2054.0,2125.0,1.0,2158,-32.0,0.0,-2.0,2100-2159,3,0.0
2022-01-16,SkyWest Airlines Inc.,ORD,ATL,false,false,1815,1811.0,0.0,-4.0,2111.0,0.0,91.0,138.0,120.0,606.0,2022,1,1,16,7,UA,UA_CODESHARE,19977,UA,5336,OO,20304,OO,N167SY,5336,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,1800-1859,19.0,1830.0,2101.0,10.0,2133,-22.0,0.0,-2.0,2100-2159,3,0.0
2022-01-31,United Air Lines Inc.,ORD,EWR,false,false,1416,1411.0,0.0,-5.0,1737.0,7.0,101.0,134.0,146.0,719.0,2022,1,1,31,1,UA,UA,19977,UA,1601,UA,19977,UA,N12221,1601,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,0.0,-1.0,1400-1459,17.0,1428.0,1709.0,28.0,1730,7.0,0.0,0.0,1700-1759,3,0.0
2022-01-30,Mesa Airlines Inc.,IAH,AUS,false,false,1012,1034.0,22.0,22.0,1129.0,12.0,30.0,65.0,55.0,140.0,2022,1,1,30,7,UA,UA_CODESHARE,19977,UA,6163,YV,20378,YV,N87345,6163,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,1.0,1.0,1000-1059,15.0,1049.0,1119.0,10.0,1117,12.0,0.0,0.0,1100-1159,1,0.0
2022-03-20,Envoy Air,DFW,BHM,false,false,1230,1229.0,0.0,-1.0,1411.0,0.0,84.0,109.0,102.0,597.0,2022,1,3,20,7,AA,AA_CODESHARE,19805,AA,4024,MQ,20398,MQ,N252NN,4024,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,10599,1059904,30599,"Birmingham, AL",AL,1,Alabama,51,0.0,-1.0,1200-1259,14.0,1243.0,1407.0,4.0,1419,-8.0,0.0,-1.0,1400-1459,3,0.0
2022-03-19,Endeavor Air Inc.,CRW,ATL,false,false,700,656.0,0.0,-4.0,812.0,0.0,63.0,88.0,76.0,363.0,2022,1,3,19,6,DL,DL_CODESHARE,19790,DL,4684,9E,20363,9E,N835AY,4684,11146,1114607,31146,"Charleston/Dunbar, WV",WV,54,West Virginia,39,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0700-0759,10.0,706.0,809.0,3.0,828,-16.0,0.0,-2.0,0800-0859,2,0.0
2022-03-31,Endeavor Air Inc.,LGA,PIT,false,false,705,700.0,0.0,-5.0,828.0,0.0,61.0,97.0,88.0,335.0,2022,1,3,31,4,DL,DL_CODESHARE,19790,DL,5476,9E,20363,9E,N300PQ,5476,12953,1295304,31703,"New York, NY",NY,36,New York,22,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,0.0,-1.0,0700-0759,23.0,723.0,824.0,4.0,842,-14.0,0.0,-1.0,0800-0859,2,0.0
